"","name","longitude","latitude","scientificName","year","month","day","eventDate","individualCount"
"57","Spinus tristis (Linnaeus, 1758)",-121.239235,44.312084,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"58","Spinus tristis (Linnaeus, 1758)",-124.14365,43.05807,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,8
"59","Spinus tristis (Linnaeus, 1758)",-122.68869,45.467457,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,4
"60","Spinus tristis (Linnaeus, 1758)",-122.80981,45.51191,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,12
"61","Spinus tristis (Linnaeus, 1758)",-123.25138,44.53161,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,4
"62","Spinus tristis (Linnaeus, 1758)",-117.119484,44.927402,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,1
"63","Spinus tristis (Linnaeus, 1758)",-117.406815,45.968727,"Spinus tristis (Linnaeus, 1758)",2020,1,9,2020-01-09,30
"64","Spinus tristis (Linnaeus, 1758)",-124.14365,43.05807,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,8
"65","Spinus tristis (Linnaeus, 1758)",-123.25814,44.545353,"Spinus tristis (Linnaeus, 1758)",2020,1,8,2020-01-08,2
"66","Spinus tristis (Linnaeus, 1758)",-123.08518,45.50649,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,2
"67","Spinus tristis (Linnaeus, 1758)",-119.28376,45.92067,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,4
"68","Spinus tristis (Linnaeus, 1758)",-123.26378,44.59555,"Spinus tristis (Linnaeus, 1758)",2020,1,5,2020-01-05,1
"69","Spinus tristis (Linnaeus, 1758)",-122.65532,45.477615,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"70","Spinus tristis (Linnaeus, 1758)",-123.34937,42.506413,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,20
"71","Spinus tristis (Linnaeus, 1758)",-124.26102,42.039692,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,2
"72","Spinus tristis (Linnaeus, 1758)",-123.92338,45.707558,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,4
"73","Spinus tristis (Linnaeus, 1758)",-123.258095,44.534595,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,2
"74","Spinus tristis (Linnaeus, 1758)",-122.829185,45.508114,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"75","Spinus tristis (Linnaeus, 1758)",-122.829185,45.508114,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"76","Spinus tristis (Linnaeus, 1758)",-121.78882,42.215836,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,25
"77","Spinus tristis (Linnaeus, 1758)",-118.013985,45.42345,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,2
"78","Spinus tristis (Linnaeus, 1758)",-123.10328,44.042454,"Spinus tristis (Linnaeus, 1758)",2020,1,13,2020-01-13,2
"79","Spinus tristis (Linnaeus, 1758)",-123.12182,44.596943,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,NA
"80","Spinus tristis (Linnaeus, 1758)",-122.79975,45.408558,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,1
"81","Spinus tristis (Linnaeus, 1758)",-123.06404,44.05157,"Spinus tristis (Linnaeus, 1758)",2020,1,9,2020-01-09,6
"82","Spinus tristis (Linnaeus, 1758)",-117.87121,45.204243,"Spinus tristis (Linnaeus, 1758)",2020,1,17,2020-01-17,8
"83","Spinus tristis (Linnaeus, 1758)",-123.038025,44.048725,"Spinus tristis (Linnaeus, 1758)",2020,1,5,2020-01-05,6
"84","Spinus tristis (Linnaeus, 1758)",-123.38744,42.42357,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,4
"85","Spinus tristis (Linnaeus, 1758)",-122.838165,42.307587,"Spinus tristis (Linnaeus, 1758)",2020,1,10,2020-01-10,3
"86","Spinus tristis (Linnaeus, 1758)",-123.126564,44.6586,"Spinus tristis (Linnaeus, 1758)",2020,1,12,2020-01-12,1
"87","Spinus tristis (Linnaeus, 1758)",-123.20858,44.701485,"Spinus tristis (Linnaeus, 1758)",2020,1,5,2020-01-05,25
"88","Spinus tristis (Linnaeus, 1758)",-122.829185,45.508114,"Spinus tristis (Linnaeus, 1758)",2020,1,8,2020-01-08,1
"89","Spinus tristis (Linnaeus, 1758)",-122.873795,45.748535,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,2
"90","Spinus tristis (Linnaeus, 1758)",-119.28376,45.92067,"Spinus tristis (Linnaeus, 1758)",2020,1,9,2020-01-09,9
"91","Spinus tristis (Linnaeus, 1758)",-123.24152,44.025776,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,1
"92","Spinus tristis (Linnaeus, 1758)",-120.90789,45.63061,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,5
"93","Spinus tristis (Linnaeus, 1758)",-122.6134,45.493885,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,2
"94","Spinus tristis (Linnaeus, 1758)",-123.24626,44.541058,"Spinus tristis (Linnaeus, 1758)",2020,1,8,2020-01-08,2
"95","Spinus tristis (Linnaeus, 1758)",-121.807526,42.238846,"Spinus tristis (Linnaeus, 1758)",2020,1,9,2020-01-09,2
"96","Spinus tristis (Linnaeus, 1758)",-123.23085,44.106155,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,4
"97","Spinus tristis (Linnaeus, 1758)",-123.24626,44.541058,"Spinus tristis (Linnaeus, 1758)",2020,1,8,2020-01-08,10
"98","Spinus tristis (Linnaeus, 1758)",-123.24152,44.025776,"Spinus tristis (Linnaeus, 1758)",2020,1,5,2020-01-05,5
"99","Spinus tristis (Linnaeus, 1758)",-118.70948,45.67174,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,1
"100","Spinus tristis (Linnaeus, 1758)",-122.65532,45.477615,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,3
"101","Spinus tristis (Linnaeus, 1758)",-122.754456,45.476692,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"102","Spinus tristis (Linnaeus, 1758)",-118.08473,45.30831,"Spinus tristis (Linnaeus, 1758)",2020,1,19,2020-01-19,2
"103","Spinus tristis (Linnaeus, 1758)",-122.949776,45.492397,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,6
"104","Spinus tristis (Linnaeus, 1758)",-122.873795,45.748535,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,2
"105","Spinus tristis (Linnaeus, 1758)",-123.249435,44.536407,"Spinus tristis (Linnaeus, 1758)",2020,1,18,2020-01-18,2
"106","Spinus tristis (Linnaeus, 1758)",-123.264626,44.600483,"Spinus tristis (Linnaeus, 1758)",2020,1,12,2020-01-12,5
"107","Spinus tristis (Linnaeus, 1758)",-122.6868,45.55316,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,7
"108","Spinus tristis (Linnaeus, 1758)",-122.64546,45.446598,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,8
"109","Spinus tristis (Linnaeus, 1758)",-122.744705,45.598106,"Spinus tristis (Linnaeus, 1758)",2020,1,13,2020-01-13,3
"110","Spinus tristis (Linnaeus, 1758)",-122.802345,45.45636,"Spinus tristis (Linnaeus, 1758)",2020,1,13,2020-01-13,5
"111","Spinus tristis (Linnaeus, 1758)",-123.24152,44.025776,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,2
"112","Spinus tristis (Linnaeus, 1758)",-122.84558,45.527515,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,3
"113","Spinus tristis (Linnaeus, 1758)",-123.26899,44.558846,"Spinus tristis (Linnaeus, 1758)",2020,1,5,2020-01-05,8
"114","Spinus tristis (Linnaeus, 1758)",-122.846504,45.561398,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"115","Spinus tristis (Linnaeus, 1758)",-118.10088,45.346043,"Spinus tristis (Linnaeus, 1758)",2020,1,10,2020-01-10,5
"116","Spinus tristis (Linnaeus, 1758)",-123.032394,44.937668,"Spinus tristis (Linnaeus, 1758)",2020,1,19,2020-01-19,3
"117","Spinus tristis (Linnaeus, 1758)",-124.26187,42.041534,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,4
"118","Spinus tristis (Linnaeus, 1758)",-122.65626,45.473785,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,3
"119","Spinus tristis (Linnaeus, 1758)",-122.80503,45.50999,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"120","Spinus tristis (Linnaeus, 1758)",-123.32886,42.463345,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,14
"121","Spinus tristis (Linnaeus, 1758)",-120.83585,44.314682,"Spinus tristis (Linnaeus, 1758)",2020,1,6,2020-01-06,5
"122","Spinus tristis (Linnaeus, 1758)",-123.304726,44.549236,"Spinus tristis (Linnaeus, 1758)",2020,1,23,2020-01-23,NA
"123","Spinus tristis (Linnaeus, 1758)",-122.94705,45.50698,"Spinus tristis (Linnaeus, 1758)",2020,1,6,2020-01-06,1
"124","Spinus tristis (Linnaeus, 1758)",-123.06404,44.05157,"Spinus tristis (Linnaeus, 1758)",2020,1,23,2020-01-23,2
"125","Spinus tristis (Linnaeus, 1758)",-121.07926,45.17523,"Spinus tristis (Linnaeus, 1758)",2020,1,8,2020-01-08,3
"126","Spinus tristis (Linnaeus, 1758)",-122.71768,45.221397,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,2
"127","Spinus tristis (Linnaeus, 1758)",-122.86929,45.5572,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,1
"128","Spinus tristis (Linnaeus, 1758)",-117.80051,45.298687,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,8
"129","Spinus tristis (Linnaeus, 1758)",-117.89228,45.24667,"Spinus tristis (Linnaeus, 1758)",2020,1,13,2020-01-13,3
"130","Spinus tristis (Linnaeus, 1758)",-124.18439,43.13231,"Spinus tristis (Linnaeus, 1758)",2020,1,9,2020-01-09,10
"131","Spinus tristis (Linnaeus, 1758)",-124.13223,44.007656,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,5
"132","Spinus tristis (Linnaeus, 1758)",-123.28436,44.568043,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,1
"133","Spinus tristis (Linnaeus, 1758)",-122.61476,45.52854,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,1
"134","Spinus tristis (Linnaeus, 1758)",-123.258095,44.534595,"Spinus tristis (Linnaeus, 1758)",2020,1,24,2020-01-24,7
"135","Spinus tristis (Linnaeus, 1758)",-117.80051,45.298725,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,7
"136","Spinus tristis (Linnaeus, 1758)",-121.150894,44.34349,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,2
"137","Spinus tristis (Linnaeus, 1758)",-123.07366,44.64613,"Spinus tristis (Linnaeus, 1758)",2020,1,21,2020-01-21,2
"138","Spinus tristis (Linnaeus, 1758)",-123.24626,44.541058,"Spinus tristis (Linnaeus, 1758)",2020,1,18,2020-01-18,1
"139","Spinus tristis (Linnaeus, 1758)",-123.29009,44.569542,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,25
"140","Spinus tristis (Linnaeus, 1758)",-123.258095,44.534595,"Spinus tristis (Linnaeus, 1758)",2020,1,21,2020-01-21,5
"141","Spinus tristis (Linnaeus, 1758)",-123.126564,44.6586,"Spinus tristis (Linnaeus, 1758)",2020,1,10,2020-01-10,17
"142","Spinus tristis (Linnaeus, 1758)",-118.61706,45.499554,"Spinus tristis (Linnaeus, 1758)",2020,1,6,2020-01-06,15
"143","Spinus tristis (Linnaeus, 1758)",-122.79118,45.456276,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,1
"144","Spinus tristis (Linnaeus, 1758)",-123.54646,46.207825,"Spinus tristis (Linnaeus, 1758)",2020,1,18,2020-01-18,16
"145","Spinus tristis (Linnaeus, 1758)",-122.44542,45.530518,"Spinus tristis (Linnaeus, 1758)",2020,1,25,2020-01-25,4
"146","Spinus tristis (Linnaeus, 1758)",-120.9145,45.630844,"Spinus tristis (Linnaeus, 1758)",2020,1,25,2020-01-25,8
"147","Spinus tristis (Linnaeus, 1758)",-123.03232,44.937576,"Spinus tristis (Linnaeus, 1758)",2020,1,28,2020-01-28,2
"148","Spinus tristis (Linnaeus, 1758)",-124.4353,43.1147,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,3
"149","Spinus tristis (Linnaeus, 1758)",-122.873795,45.748535,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,2
"150","Spinus tristis (Linnaeus, 1758)",-123.26899,44.558846,"Spinus tristis (Linnaeus, 1758)",2020,1,13,2020-01-13,10
"151","Spinus tristis (Linnaeus, 1758)",-123.08686,44.025696,"Spinus tristis (Linnaeus, 1758)",2020,1,5,2020-01-05,2
"152","Spinus tristis (Linnaeus, 1758)",-122.77213,42.24326,"Spinus tristis (Linnaeus, 1758)",2020,1,19,2020-01-19,6
"153","Spinus tristis (Linnaeus, 1758)",-117.32238,45.41878,"Spinus tristis (Linnaeus, 1758)",2020,1,21,2020-01-21,8
"154","Spinus tristis (Linnaeus, 1758)",-122.838165,42.307587,"Spinus tristis (Linnaeus, 1758)",2020,1,18,2020-01-18,4
"155","Spinus tristis (Linnaeus, 1758)",-123.9231,46.04579,"Spinus tristis (Linnaeus, 1758)",2020,1,19,2020-01-19,2
"156","Spinus tristis (Linnaeus, 1758)",-123.826515,46.160275,"Spinus tristis (Linnaeus, 1758)",2020,1,1,2020-01-01,4
"157","Spinus tristis (Linnaeus, 1758)",-123.10437,44.038326,"Spinus tristis (Linnaeus, 1758)",2020,1,15,2020-01-15,1
"158","Spinus tristis (Linnaeus, 1758)",-117.378044,45.57948,"Spinus tristis (Linnaeus, 1758)",2020,1,20,2020-01-20,25
"159","Spinus tristis (Linnaeus, 1758)",-120.786865,42.954945,"Spinus tristis (Linnaeus, 1758)",2020,1,30,2020-01-30,8
"160","Spinus tristis (Linnaeus, 1758)",-123.345474,42.402145,"Spinus tristis (Linnaeus, 1758)",2020,1,25,2020-01-25,7
"161","Spinus tristis (Linnaeus, 1758)",-123.06404,44.05157,"Spinus tristis (Linnaeus, 1758)",2020,1,31,2020-01-31,2
"162","Spinus tristis (Linnaeus, 1758)",-119.28376,45.92067,"Spinus tristis (Linnaeus, 1758)",2020,1,27,2020-01-27,8
"163","Spinus tristis (Linnaeus, 1758)",-123.93829,44.628872,"Spinus tristis (Linnaeus, 1758)",2020,1,26,2020-01-26,6
"164","Spinus tristis (Linnaeus, 1758)",-122.68869,45.467457,"Spinus tristis (Linnaeus, 1758)",2020,1,30,2020-01-30,7
"165","Spinus tristis (Linnaeus, 1758)",-117.22824,45.35166,"Spinus tristis (Linnaeus, 1758)",2020,1,31,2020-01-31,7
"166","Spinus tristis (Linnaeus, 1758)",-122.55326,45.474728,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,2
"167","Spinus tristis (Linnaeus, 1758)",-122.873856,45.748634,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,3
"168","Spinus tristis (Linnaeus, 1758)",-123.0767,44.7842,"Spinus tristis (Linnaeus, 1758)",2020,1,18,2020-01-18,1
"169","Spinus tristis (Linnaeus, 1758)",-122.68869,45.467457,"Spinus tristis (Linnaeus, 1758)",2020,1,24,2020-01-24,13
"170","Spinus tristis (Linnaeus, 1758)",-124.427956,43.11342,"Spinus tristis (Linnaeus, 1758)",2020,1,4,2020-01-04,2
"171","Spinus tristis (Linnaeus, 1758)",-120.46921,44.916187,"Spinus tristis (Linnaeus, 1758)",2020,1,30,2020-01-30,1
"172","Spinus tristis (Linnaeus, 1758)",-117.89228,45.24667,"Spinus tristis (Linnaeus, 1758)",2020,1,13,2020-01-13,3
"173","Spinus tristis (Linnaeus, 1758)",-118.083374,45.304268,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,10
"174","Spinus tristis (Linnaeus, 1758)",-117.16737,45.408936,"Spinus tristis (Linnaeus, 1758)",2020,1,30,2020-01-30,6
"175","Spinus tristis (Linnaeus, 1758)",-123.34937,42.506413,"Spinus tristis (Linnaeus, 1758)",2020,1,17,2020-01-17,8
"176","Spinus tristis (Linnaeus, 1758)",-121.571144,45.699352,"Spinus tristis (Linnaeus, 1758)",2020,1,25,2020-01-25,1
"177","Spinus tristis (Linnaeus, 1758)",-120.786865,42.954945,"Spinus tristis (Linnaeus, 1758)",2020,1,24,2020-01-24,3
"178","Spinus tristis (Linnaeus, 1758)",-120.90789,45.63061,"Spinus tristis (Linnaeus, 1758)",2020,1,24,2020-01-24,12
"179","Spinus tristis (Linnaeus, 1758)",-123.03256,44.937332,"Spinus tristis (Linnaeus, 1758)",2020,1,29,2020-01-29,2
"180","Spinus tristis (Linnaeus, 1758)",-123.07184,44.64444,"Spinus tristis (Linnaeus, 1758)",2020,1,16,2020-01-16,3
"181","Spinus tristis (Linnaeus, 1758)",-122.700485,42.18151,"Spinus tristis (Linnaeus, 1758)",2020,1,23,2020-01-23,9
"182","Spinus tristis (Linnaeus, 1758)",-122.838165,42.307587,"Spinus tristis (Linnaeus, 1758)",2020,1,28,2020-01-28,3
"183","Spinus tristis (Linnaeus, 1758)",-122.72042,45.471943,"Spinus tristis (Linnaeus, 1758)",2020,1,14,2020-01-14,5
"184","Spinus tristis (Linnaeus, 1758)",-123.938576,44.62857,"Spinus tristis (Linnaeus, 1758)",2020,1,9,2020-01-09,23
"185","Spinus tristis (Linnaeus, 1758)",-123.13379,44.076473,"Spinus tristis (Linnaeus, 1758)",2020,1,17,2020-01-17,1
"186","Spinus tristis (Linnaeus, 1758)",-117.30566,45.52944,"Spinus tristis (Linnaeus, 1758)",2020,1,19,2020-01-19,45
"187","Spinus tristis (Linnaeus, 1758)",-120.72295,45.704098,"Spinus tristis (Linnaeus, 1758)",2020,1,20,2020-01-20,2
"188","Spinus tristis (Linnaeus, 1758)",-123.08518,45.50649,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,3
"189","Spinus tristis (Linnaeus, 1758)",-122.93358,45.541615,"Spinus tristis (Linnaeus, 1758)",2020,1,2,2020-01-02,8
"190","Spinus tristis (Linnaeus, 1758)",-117.16737,45.408936,"Spinus tristis (Linnaeus, 1758)",2020,1,30,2020-01-30,6
"191","Spinus tristis (Linnaeus, 1758)",-124.18439,43.13231,"Spinus tristis (Linnaeus, 1758)",2020,1,3,2020-01-03,10
"192","Spinus tristis (Linnaeus, 1758)",-122.838165,42.307587,"Spinus tristis (Linnaeus, 1758)",2020,1,11,2020-01-11,4
"193","Spinus tristis (Linnaeus, 1758)",-123.1132,44.090443,"Spinus tristis (Linnaeus, 1758)",2020,1,30,2020-01-30,7
"194","Spinus tristis (Linnaeus, 1758)",-122.68869,45.467457,"Spinus tristis (Linnaeus, 1758)",2020,1,29,2020-01-29,4
"195","Spinus tristis (Linnaeus, 1758)",-121.262794,44.263145,"Spinus tristis (Linnaeus, 1758)",2020,1,31,2020-01-31,1
"196","Spinus tristis (Linnaeus, 1758)",-117.87121,45.204243,"Spinus tristis (Linnaeus, 1758)",2020,1,22,2020-01-22,12
